target,avg_rating,avg_rating_inbound_users,in_degree,out_degree,page_rank
862,0.9090909090909091,1.445567454310598,11,10,0.0003223939395538146
863,1.5,0.8819444444444444,2,2,7.935549750566872e-05
864,2.3333333333333335,0.8060386473429951,3,3,0.00019398925482899448
865,2.0,1.760385005065856,2,1,8.109783446562782e-05
866,2.25,1.1525786308973174,4,4,0.00018431432995962265
867,1.6666666666666667,1.5847452061991067,3,2,0.00011695194310982754
868,3.0,-0.31521739130434784,1,1,6.702025943173608e-05
869,3.0,1.4587827426810478,2,1,7.662904963765342e-05
870,-2.8333333333333335,1.87614410847931,6,9,0.0001486777791492983
871,1.3333333333333333,1.4827044025157237,3,1,0.00011154902171764403
872,2.5,1.115582260478657,4,3,0.0001275957900990045
873,2.0,0.7919240146281998,2,2,8.375601081842733e-05
874,1.5,2.388888888888889,2,2,9.455747409209444e-05
875,1.4,1.9363727598566307,5,5,0.0001891313349250875
876,1.0,0.9090909090909091,1,2,6.241134687777558e-05
877,1.0,1.1420454545454546,2,2,7.849878000012052e-05
878,2.0,2.8425925925925926,1,1,5.666780464188556e-05
879,1.5,1.9916666666666667,2,2,0.00010647233640858006
880,3.0,-1.014751552795031,2,2,0.00010530703989572861
881,2.0,2.8425925925925926,1,1,5.666780464188556e-05
882,2.6792452830188678,1.2576613641788548,53,56,0.0014605714733102104
883,1.0,1.0,1,1,0.00020564533311326832
884,2.0,2.6792452830188678,1,1,5.7177250449873966e-05
885,2.1666666666666665,1.677599715099715,6,6,0.00024608789172404425
886,2.0,0.7709627329192547,2,2,9.785566180172168e-05
887,1.0,1.7853403141361257,1,1,5.233653061733547e-05
888,1.0,1.7857142857142858,1,1,6.201476784620508e-05
889,1.0,1.8461538461538463,1,2,5.648337699437038e-05
890,2.0,1.7222222222222223,1,0,5.500927004703011e-05
891,1.0,1.0563492063492061,2,2,9.092770981570314e-05
892,1.3333333333333333,1.7982870370370374,6,7,0.0001748799510158023
893,2.0,1.5,1,1,7.45729495500825e-05
894,1.2307692307692308,1.4101839252727435,13,12,0.00032515835528750957
895,-1.0,2.0555555555555554,1,0,5.9231235598626284e-05
896,2.857142857142857,0.09629954696511613,7,0,0.00015913047256183775
897,1.0,3.1,1,2,6.676198222523442e-05
898,3.0,0.9535024154589372,2,2,0.00010622193616832606
899,1.6666666666666667,1.977702191987906,3,4,0.0001041278452515586
900,1.5,1.101249158266555,12,12,0.0003521586102341975
901,1.0,1.8571428571428572,1,1,6.584326438568712e-05
902,2.25,1.517436974789916,4,2,0.0001545396671048242
903,1.4,1.988095238095238,5,6,0.00029784610832234707
904,1.6666666666666667,1.9149169488792133,6,8,0.0002679601214212415
905,0.6098484848484849,0.5854453117334548,264,264,0.005365845925495927
906,-7.666666666666667,1.4972811476767445,9,7,0.00023452136261704743
907,2.1666666666666665,-0.21592592592592594,6,7,0.0001893274522144447
908,3.2037037037037037,1.4679829786880463,54,44,0.001728236826369308
909,2.0,3.2037037037037037,1,1,6.839425525238101e-05
910,1.0,1.6011520853883703,3,2,9.922620380194463e-05
911,5.5,6.601851851851852,2,4,0.00011978756731133674
912,3.5,3.0277777777777777,2,3,9.200719174166144e-05
913,1.25,2.1159179272219184,4,4,0.00012075906163779556
914,1.0,0.4,1,1,7.631332498346771e-05
915,4.0,1.5253623188405798,3,3,0.00011567984521070972
916,1.0,1.6,1,1,5.8393492960311346e-05
917,1.6,1.8466161616161614,10,10,0.00037282232002779076
918,1.0,1.5588235294117647,1,1,5.3803175602606864e-05
919,1.0,3.2037037037037037,1,1,6.839425525238101e-05
920,3.6666666666666665,1.6461925512043272,9,9,0.00030681551316708895
921,3.1666666666666665,1.532987586183453,12,12,0.0003267128227686602
922,2.6666666666666665,2.601554785084197,9,8,0.00027041841579121306
923,2.6774193548387095,1.5373641398010325,31,31,0.000995964909043302
924,1.0,1.75,1,1,5.704878134323266e-05
925,0.9523809523809523,1.8726225381543518,21,21,0.0005598157631834846
926,2.3333333333333335,1.6721014492753623,3,3,0.00010855705505228142
927,2.0,0.5619784804567413,3,3,0.0001068875387500853
928,1.7142857142857142,2.0488123159261,7,5,0.00024782671486806625
929,1.1428571428571428,1.2124163175005565,14,9,0.00042901420648140405
930,3.5,2.642857142857143,2,1,8.808347217300964e-05
931,1.6666666666666667,1.2910634118967452,6,5,0.00015366032724496037
932,3.0,3.2037037037037037,1,2,6.839425525238101e-05
933,1.0,1.5,1,1,6.0191683727909495e-05
934,2.0,0.8039297658862876,2,2,0.00010514595650632947
935,2.4285714285714284,1.8297571188875537,7,6,0.00021820030824501116
936,2.0,1.8461538461538463,1,0,5.648337699437038e-05
937,1.5263157894736843,1.3448342941678844,57,56,0.0013531618401637017
938,1.0,1.9775985663082436,2,1,7.566587286073386e-05
939,1.0,1.9864672364672364,2,2,9.848980895407983e-05
940,1.5,1.6666666666666665,2,2,8.598206258524049e-05
941,2.5,2.8205128205128203,2,3,9.842769155173241e-05
942,1.0,1.5125,2,1,8.722299118874536e-05
943,1.8571428571428572,1.96937441643324,7,7,0.0002780861854618125
944,3.0,1.8571428571428572,1,1,6.877547025034943e-05
945,2.0,2.37082900657667,2,2,7.340355602857517e-05
946,2.0,2.121794871794872,2,2,0.00010317486257769513
947,2.0,3.2222222222222223,1,1,6.659721248286934e-05
948,1.75,2.251952495974235,4,4,0.00021694456622295077
949,2.0,2.6666666666666665,1,0,6.17703691289281e-05
950,1.25,1.7182728486466803,4,4,0.00015225898588003378
951,1.0,2.0,1,1,6.374926290264876e-05
952,2.0,1.6,1,1,6.669775921806308e-05
953,2.4285714285714284,-0.2530187671141388,7,8,0.00024545421323648846
954,0.6666666666666666,2.3657126823793493,3,2,0.00011253810994177386
955,5.0,1.6666666666666667,1,1,7.197439144007688e-05
956,3.0,-0.31521739130434784,1,1,6.702025943173608e-05
957,-5.666666666666667,0.5609628897672375,3,2,0.00013019929374385894
958,-0.5,1.5461956521739129,4,4,0.00020874573459170548
959,6.0,2.074927536231884,3,2,0.00012407744592204343
960,2.5,0.31114130434782605,2,2,0.00010699699712626115
961,1.0,0.9865319865319867,4,4,0.00014431677691268806
962,0.9090909090909091,1.3089546403736814,11,10,0.00030828253351451105
963,1.5,1.5334059549745824,6,6,0.0002139861716818538
964,3.0,2.8425925925925926,1,1,5.666780464188556e-05
965,4.0,1.391304347826087,1,0,5.759874346787179e-05
966,1.0,1.8571428571428572,1,1,6.877547025034943e-05
967,1.3,0.8189800307219663,10,10,0.00031600009922741105
968,2.0,1.391304347826087,1,2,5.759874346787179e-05
969,1.0,3.2222222222222223,1,1,6.659721248286934e-05
970,1.0,1.375,1,1,5.109529513804499e-05
971,2.0,1.1764705882352942,1,0,5.816122756114208e-05
972,2.0,2.2735042735042734,6,7,0.0002022850499781209
973,1.5,0.9705882352941176,2,2,0.00012148642624853996
974,2.0,1.56,1,1,6.035829699949686e-05
975,1.2,2.4729347772338426,5,4,0.00014745607986100262
976,1.0,1.8990654205607476,1,1,5.174361340239135e-05
977,1.0,2.672043010752688,2,2,8.754747312699923e-05
978,0.9375,1.1796912635975134,16,14,0.0006584403855568677
979,2.0,0.9375,1,1,7.498459971022488e-05
980,2.0,1.2307692307692308,1,1,5.803991218189957e-05
981,1.0,1.25,2,2,0.00013478246468785112
982,1.0,1.5000000000000002,5,5,0.0002831933618618837
983,1.0,1.0,1,1,8.315073353222109e-05
984,-10.0,2.086450219955199,5,5,0.00013784022293465643
985,5.0,2.0952380952380953,1,1,5.601178688746773e-05
986,1.0,1.9365079365079363,2,2,7.911730974715334e-05
987,4.0,2.3,2,2,8.38557049456227e-05
988,3.0833333333333335,2.0469642072902947,12,13,0.0004037111775876886
989,2.0,2.0,1,1,8.196514199178283e-05
990,1.0,1.56,1,1,6.035829699949686e-05
991,1.5,3.1666666666666665,2,0,8.149226518748705e-05
992,2.0,3.2037037037037037,1,1,6.839425525238101e-05
993,1.0,2.6666666666666665,1,1,0.00015037085026419088
994,1.0,1.3766666666666665,2,3,7.118020450662541e-05
995,1.0,1.4166666666666667,4,2,0.00022150741503883405
996,2.0,2.0,1,1,8.196514199178283e-05
997,2.6666666666666665,1.2429012345679014,3,2,8.165219989224085e-05
998,1.0,1.3333333333333333,1,0,5.681627345814959e-05
999,1.0,1.1363636363636365,1,1,6.16876248155906e-05
1000,2.0,2.6666666666666665,1,1,7.738932380076798e-05
1001,2.0,2.087752195681521,13,10,0.0003700828080106904
1002,2.0,2.0,1,1,6.646490069661e-05
1003,2.0,2.0,1,1,6.646490069661e-05
1004,2.5,1.6225961538461537,2,1,0.00011168561245010888
1005,2.3076923076923075,1.7917050743137701,13,11,0.0004749542825161445
1006,1.0,0.6442780968006563,2,2,8.97099115304456e-05
1007,1.0,0.9411764705882353,1,1,6.420387875620242e-05
1008,2.0,1.9590570719602978,6,7,0.0003749453228628579
1009,2.0,1.2463768115942029,3,3,0.00012273498505019622
1010,1.8,1.5252505237056988,5,4,0.00016162949022219505
1011,1.6666666666666667,0.7153086419753086,3,3,0.00010500981957005735
1012,1.5,1.8333333333333333,2,1,0.00010572331119563963
1013,3.6363636363636362,1.4592069967069967,11,9,0.00041525508712395427
1014,4.0,1.4067307692307691,3,3,0.00013714898056754873
1015,4.0,-3.75,1,1,6.716258388894795e-05
1016,1.0,3.2037037037037037,1,1,6.839425525238101e-05
1017,1.0,3.2037037037037037,1,1,6.839425525238101e-05
1018,2.631284916201117,1.512991522360419,179,203,0.004074920125286113
1019,1.3333333333333333,2.323784085422819,3,6,0.00011213649148327122
1020,2.5,2.0555555555555554,4,4,0.00015443758691946428
1021,1.0,1.8384615384615386,2,3,0.00010000230845248515
1022,1.0,2.5,1,2,6.782584923608698e-05
1023,1.0,2.034361851332398,2,1,8.490745871583191e-05
1024,2.0,1.444243156199678,2,2,0.00010040665266841644
1025,1.5,1.8854166666666667,2,2,9.516309866713278e-05
1026,0.5,1.0924983390618637,10,9,0.00030384610388648446
1027,3.0,-0.31521739130434784,1,1,6.702025943173608e-05
1028,0.9230769230769231,1.206300785912847,13,11,0.0003863480880154111
1029,1.0,1.8214285714285714,1,1,6.136056420124273e-05
1030,1.0,1.8214285714285714,1,2,6.136056420124273e-05
1031,5.0,3.0,1,1,0.00010042691122126754
1032,3.0,-0.31521739130434784,1,1,6.702025943173608e-05
1033,1.0,-0.31521739130434784,1,1,6.702025943173608e-05
1034,1.9090909090909092,1.7510767098352686,11,11,0.0002963342074397191
1035,1.0,1.25,1,0,7.889386612550739e-05
1036,1.0,2.4166666666666665,2,3,7.12544250812563e-05
1037,3.4,1.9739316239316238,5,4,0.00020352136920186468
1038,2.0,1.2307692307692308,1,0,5.803991218189957e-05
1039,1.0,3.6363636363636362,1,1,7.422639802185211e-05
1040,1.5,2.183257918552036,2,5,9.193421253411642e-05
1041,2.0,2.8425925925925926,1,0,5.666780464188556e-05
1042,1.0,-2.9375,2,2,9.243785168359211e-05
1043,0.6,1.4884390700861292,15,16,0.0005358393824621911
1044,1.0,1.1353678662080697,13,13,0.00029159062446388093
1045,3.0,3.7788461538461537,2,2,0.00012634587816283784
1046,8.0,1.6470588235294117,1,3,5.2448284178224426e-05
1047,2.0,-0.31521739130434784,1,1,6.702025943173608e-05
1048,2.25,2.3943473193473195,4,4,0.00017283932132381314
1049,1.0,2.0588235294117645,1,1,5.523319979423298e-05
1050,2.0,1.4974916387959867,3,3,0.0001354828784079918
1051,1.0,2.8627450980392153,2,2,8.421022048223618e-05
1052,1.0,1.689153378641181,8,54,0.00019109522229711215
1053,1.8043478260869565,1.5901301955683784,46,47,0.001049834567465885
1054,1.0,2.333333333333333,2,2,0.00014675783235545793
1055,1.0,1.6666666666666665,2,1,9.642293989489278e-05
1056,4.0,4.0,2,2,0.0001726710288032993
1057,1.5,1.3387096774193548,2,2,8.94681043673617e-05
1058,1.0,1.9090909090909092,1,1,5.647777946294932e-05
1059,1.0,2.0,1,1,8.053693693476242e-05
1060,5.0,-0.31521739130434784,1,2,6.702025943173608e-05
1061,2.0,1.5263157894736843,1,1,5.554692566104266e-05
1062,1.1666666666666667,1.4880952380952381,6,5,0.00036160761340537127
1063,2.0,1.7347222222222223,3,3,0.00011162703166578
1064,1.5,1.8258928571428572,4,4,0.00023036181294711064
1065,3.1666666666666665,0.42483660130718953,6,4,0.00020892197802182332
1066,1.0,1.4186438974795479,4,4,0.00011604264593721891
1067,2.0,2.291666666666667,2,2,0.00010056381250343891
1068,3.25,1.4776018099547512,4,2,0.00020389881050760677
1069,1.0,1.2592592592592593,2,1,6.642866893131818e-05
1070,1.0,1.6333333333333333,1,1,6.214486014689202e-05
1071,1.0,1.1666666666666667,1,1,9.648115629461438e-05
1073,1.6,1.61986944146171,5,5,0.00016715794982272484
1074,-7.0,1.375925925925926,4,4,0.00016169187775593363
1075,5.0,3.2222222222222223,1,1,7.700894923487105e-05
1076,5.5,3.0277777777777777,2,0,9.718744819177902e-05
1077,2.0,3.2222222222222223,1,1,6.659721248286934e-05
1078,2.090909090909091,1.4805194805194803,11,11,0.0010806559379455958
1079,2.0,2.090909090909091,1,1,0.00011851309358422439
1080,2.0,2.090909090909091,1,1,0.00011851309358422439
1081,2.0,2.090909090909091,1,1,0.00011851309358422439
1082,2.0,2.090909090909091,1,1,0.00011851309358422439
1083,2.0,2.090909090909091,1,1,0.00011851309358422439
1084,5.25,2.324786324786325,4,3,0.00019283648261383328
1085,1.0,2.090909090909091,1,1,0.00011851309358422439
1086,2.0,2.090909090909091,1,1,0.00011851309358422439
1087,2.0,2.090909090909091,1,1,0.00011851309358422439
1088,2.0,2.090909090909091,1,1,0.00011851309358422439
1089,1.0,2.090909090909091,1,1,0.00011851309358422439
1090,1.25,1.1111299915038233,4,4,0.00018934797517299327
1091,3.0,2.0952380952380953,1,0,5.601178688746773e-05
1092,2.6666666666666665,1.699872546216886,12,22,0.0003431172026362006
1093,1.0,2.6666666666666665,1,1,4.8264663026645066e-05
1094,1.6206896551724137,1.5100491851236122,29,31,0.0007333017427728274
1095,1.0,2.105156073216472,4,8,9.713126877048126e-05
1096,1.0,1.3333333333333333,3,3,0.00019596393112294105
1097,1.0,1.0,1,1,9.053097583386744e-05
1098,2.75,1.7301745565917923,12,11,0.0002654254547040923
1099,-10.0,2.553908355795148,2,2,8.325676060625226e-05
1100,2.076923076923077,1.7628411793480383,13,12,0.00047018187154476606
1101,1.0,1.6037735849056605,1,1,5.7697514114409614e-05
1102,3.0,0.05555555555555555,1,1,6.695550384549167e-05
1103,1.0,1.1764705882352942,1,1,5.816122756114208e-05
1104,1.2,1.5549019607843138,5,6,0.0001514402739345945
1105,1.5,1.8038461538461537,2,3,9.856888318991328e-05
1106,1.0,2.935185185185185,2,2,8.165105626332535e-05
1107,1.5,1.5857393813915552,6,7,0.00020100803819230625
1108,1.0,1.6037735849056605,1,1,5.7697514114409614e-05
1109,1.0,2.6774193548387095,1,1,6.231657726366263e-05
1110,1.0,1.0,2,2,9.753265724642367e-05
1111,1.0,1.5,1,1,0.00010263692941434073
1112,1.0,2.163818424566088,2,3,7.782312355876923e-05
1113,1.2,1.698901134426615,5,5,0.0001288289643483889
1114,1.5,2.1352201257861636,2,2,7.095431512535413e-05
1115,1.5,1.1462639109697932,2,2,7.04524215553891e-05
1116,-4.5,1.4018867924528302,2,0,7.915155292181149e-05
1117,1.0,1.6037735849056605,1,1,5.7697514114409614e-05
1118,1.0,0.6,1,1,6.347432920900513e-05
1119,2.6666666666666665,1.8550994390617033,6,5,0.0002593226418101173
1120,1.0,1.9090909090909092,1,1,5.647777946294932e-05
1121,5.5,3.0833333333333335,2,2,0.00010611452278397435
1122,10.0,2.6666666666666665,1,1,6.373981869351766e-05
1123,1.0,1.0,1,0,6.806712605331908e-05
1124,1.0,1.8214285714285714,1,1,6.136056420124273e-05
1125,2.0,2.6792452830188678,1,1,5.7177250449873966e-05
1126,1.0,1.6333333333333333,1,1,6.214486014689202e-05
1127,1.0,1.6969696969696968,2,3,7.669861975103904e-05
1128,1.2857142857142858,1.4675420886234143,7,7,0.0001958853840489543
1129,2.0,0.5333333333333333,3,3,0.00013224091673309324
1130,1.0,0.8955882352941176,2,4,9.10854270655275e-05
1131,2.0,3.2264957264957266,2,2,9.298108458489093e-05
1132,2.0,1.8995726495726497,2,2,8.831381928145197e-05
1133,4.666666666666667,1.4803312629399585,3,4,0.0001452955195016523
1134,1.0,3.3480825958702063,3,3,0.00011219369369928164
1135,2.0,0.9090909090909091,1,1,6.12118773644347e-05
1136,1.0,1.8990654205607476,1,0,5.174361340239135e-05
1137,1.0,1.8990654205607476,1,0,5.174361340239135e-05
1138,1.0,1.56,1,0,6.035829699949686e-05
1139,-2.8333333333333335,1.5464511334076552,6,5,0.00016142023904575708
1140,-1.0,0.9836956521739131,4,0,0.00011590642948292379
1141,-3.5,3.583333333333333,2,0,6.894601487732165e-05
1142,-2.0,3.583333333333333,2,0,6.894601487732165e-05
1143,-5.0,1.6700056834327934,6,4,0.0001361539077283475
1144,-3.0,2.5,2,0,7.043727963181692e-05
1145,-5.166666666666667,0.4200056834327935,6,2,0.0001620237581531047
1146,1.0,1.8333333333333333,1,1,8.760293762808866e-05
1147,1.0,1.0303030303030303,2,3,0.00011587289749283717
1148,2.0,1.8461538461538463,1,0,5.648337699437038e-05
1149,1.0,1.0,1,1,6.783851630533819e-05
1150,1.0,0.7894736842105263,1,1,6.133759964497639e-05
1151,1.0,0.7894736842105263,1,0,6.133759964497639e-05
1152,1.0,0.9230769230769231,1,1,6.486203245325555e-05
1153,1.0,1.0,1,1,0.00012914851340720547
1154,-0.11764705882352941,1.3681359607167507,17,2,0.0003299300184567031
1155,1.0,0.8823529411764706,1,0,4.7933808192668717e-05
1156,1.0,1.8214285714285714,1,1,6.136056420124273e-05
1157,2.0,1.7222222222222223,1,1,5.500927004703011e-05
1158,1.0,2.4,1,1,0.00010078792901660035
1159,2.0,1.6613961651321987,6,5,0.00021898284800235125
1160,1.0,2.0,1,1,7.223494617610043e-05
1161,1.0,1.1111111111111112,1,1,5.90316842301752e-05
1162,1.1911764705882353,1.2789766505284617,68,70,0.002273855117595926
1163,1.0,3.25,1,1,0.00012166485648143127
1164,1.5,1.5666666666666667,2,2,0.00010170994768127372
1165,1.3333333333333333,2.4326505276225947,3,3,0.00015080315716977375
1166,3.5,2.4576719576719577,4,4,0.00015942981219277494
1167,1.0,0.9230769230769231,1,1,6.486203245325555e-05
1168,1.3333333333333333,-0.09139784946236558,3,3,0.00021127515913868048
1169,2.0,1.8333333333333333,1,1,8.760293762808866e-05
1170,1.0,2.415942028985507,2,1,0.00010148488272974868
1171,6.0,4.0,1,1,0.00010839304925710378
1172,1.0,2.057142857142857,1,0,5.898006798591215e-05
1173,1.0,1.6206896551724137,1,0,5.5114522704633464e-05
1174,4.666666666666667,1.4206524706524706,3,3,0.00010260687209141488
1175,1.0,1.6,1,1,6.669775921806308e-05
1176,1.0,1.5857142857142856,3,4,0.00011276563154347414
1177,1.0,1.72,1,1,5.564451319351672e-05
1178,1.0,1.0,1,0,5.7057747024018984e-05
1179,1.5,1.494047619047619,2,3,0.00012283385848015711
1180,1.0,1.0,1,2,9.053097583386744e-05
1181,1.0,1.3298611111111112,2,2,9.49860077415549e-05
1182,1.0,2.0588235294117645,1,1,5.523319979423298e-05
1183,2.0,1.1756756756756757,2,2,9.288252578666698e-05
1184,1.0,2.5,1,0,6.67694682520735e-05
1185,3.230769230769231,1.8201921472330458,39,31,0.0009622353354854596
1186,1.0,1.4772727272727273,2,2,0.0001588773818976834
1187,1.5,1.0,2,2,0.00020710361179735397
1188,1.0,1.5,1,1,0.0001230268970295768
1189,1.0,2.2,1,1,6.40103798019632e-05
1190,1.0,1.2413381123058542,3,2,0.00012240500350079624
1191,7.0,5.184210526315789,3,3,7.470160036438364e-05
1192,1.0,0.9336749851455733,3,4,0.0001041826991082929
1193,1.0,1.0,1,2,5.714668557621295e-05
1194,1.0,2.3076923076923075,1,1,7.170887475558558e-05
1195,1.0,1.1911764705882353,1,1,6.261895987222278e-05
1196,2.6666666666666665,0.6571428571428571,3,2,0.00023906745160921
1197,0.0,0.8833333333333333,2,1,0.00016693129194882318
1198,-0.9,0.4973191686984791,10,10,0.0003567030941083361
1199,1.0,1.763157894736842,2,2,9.502199912037608e-05
1200,1.0,1.9036823217350602,5,5,0.00022072756776175185
1201,3.9482758620689653,1.4639905452109243,58,69,0.001227508428109717
1202,1.0,1.3137254901960784,3,2,0.00016482538867178205
1203,1.0,1.8214285714285714,1,1,6.136056420124273e-05
1204,2.5,1.8384569755304205,14,15,0.0002962197328466158
1205,1.0,1.1911764705882353,1,2,6.261895987222278e-05
1206,1.0,1.1666666666666665,2,1,0.00012148221505068821
1207,0.9230769230769231,1.1590397405667754,13,12,0.00032067877271219926
1208,1.0,1.1911764705882353,1,1,6.261895987222278e-05
1209,1.0,3.1666666666666665,1,2,7.940378234533839e-05
1210,1.0,1.0,1,1,7.253154853519924e-05
1211,-10.0,1.0,1,0,7.645924134543052e-05
1212,2.0,1.0,1,1,7.253154853519924e-05
1213,1.0,1.0,2,1,0.00011016821565046175
1214,2.0,2.0526315789473686,1,2,5.329008972846279e-05
1215,1.0,1.1911764705882353,1,1,6.261895987222278e-05
1216,1.0,1.0,1,1,0.00010505865220120715
1217,2.7037037037037037,1.7258656300070712,81,79,0.0023762195357244684
1218,3.5,2.3205128205128203,2,1,0.00013595770815636365
1219,1.3333333333333333,2.7692307692307687,3,3,0.00024101593718628373
1220,5.0,3.3076923076923075,1,2,6.766985928692028e-05
1221,1.0,1.1911764705882353,1,1,6.261895987222278e-05
1222,1.5,1.2502066795415951,12,12,0.00029853904340490175
1223,1.5,2.313966453364359,2,2,7.399647324351935e-05
1224,1.0,1.1911764705882353,1,1,6.261895987222278e-05
1225,1.0,1.9474400871459694,2,2,8.818587892748564e-05
1226,1.4,1.4045341261756417,5,5,0.00015815623400623166
1227,1.4,1.2223925299506695,5,4,0.0001464776665020881
1228,1.0,1.878787878787879,1,1,5.871335556818589e-05
1229,1.0,0.14558823529411763,2,2,9.293872287143185e-05
1230,1.0,0.4619047619047619,3,2,0.00014668214553729882
1231,1.0,0.3925925925925926,3,3,0.00014031157389925787
1232,1.0,2.6774193548387095,1,1,6.231657726366263e-05
1233,1.0,1.1363636363636365,1,1,6.16876248155906e-05
1234,1.0,2.076923076923077,1,1,6.83124112501222e-05
1235,1.0,1.8214285714285714,1,1,6.136056420124273e-05
1236,2.0,1.4166666666666665,2,2,0.00018373326080850687
1237,1.5,2.1621966794380585,2,3,8.068144175989612e-05
1238,1.0,1.5625,2,0,8.013724050382487e-05
1239,1.2857142857142858,1.791629565105175,7,9,0.0002434489548903032
1240,3.0,2.4285714285714284,1,1,6.591957235041148e-05
1241,1.0,1.0,2,2,0.00013732263347575107
1242,1.0,1.2706220419202163,3,3,0.00014108773978834937
1243,2.2,1.7771545357955094,5,5,0.0001508216982022074
1244,1.3333333333333333,1.6892442065831303,6,5,0.00014562620218200965
1245,1.4444444444444444,1.5718789860659552,36,36,0.0009825777254308524
1246,7.0,3.111111111111111,1,0,5.239842221449923e-05
1247,2.0,3.166666666666667,2,2,0.00015548398700630705
1248,1.0,1.1911764705882353,1,1,6.261895987222278e-05
1249,1.5,1.0955882352941178,2,2,0.00014461940130813163
1250,1.0,2.0,1,1,9.509107651983653e-05
1251,4.0,3.5,2,2,0.00020484577566610103
1252,1.25,1.6323138687035093,12,13,0.0003326649661145242
1253,2.0,1.4761904761904763,2,2,9.403137331164702e-05
1254,1.0,0.4,1,1,7.631332498346771e-05
1255,1.0,1.5,1,1,9.647110757165742e-05
1256,1.0,2.6792452830188678,1,1,5.7177250449873966e-05
1257,1.4444444444444444,2.118671948954585,18,14,0.0005229410185901672
1258,1.0,1.0994577895466868,3,4,0.00010214688637670246
1259,1.0,2.7037037037037037,1,1,6.057478107096318e-05
1260,4.333333333333333,5.633333333333333,3,3,0.00018690450596101752
1261,10.0,4.333333333333333,1,1,8.796413870465566e-05
1262,1.3333333333333333,0.5531991744066048,3,3,0.00011013017128670443
1263,1.6666666666666667,1.9567901234567902,3,3,0.00011232617951669754
1264,1.0,1.9474400871459694,2,2,8.818587892748564e-05
1265,1.0,1.1911764705882353,1,1,6.261895987222278e-05
1266,1.0,1.2384453781512605,2,2,8.561136116741823e-05
1267,1.6842105263157894,1.6493814664780677,19,20,0.00045776558854275685
1268,2.2666666666666666,1.6239501310595912,15,13,0.00037953222729355504
1269,1.25,1.662945632798574,4,3,0.000165205986043435
1270,1.0,1.4738095238095237,3,3,0.00012754037152312112
1271,1.1111111111111112,0.6116651778257709,18,21,0.0004240982770918615
1272,0.42857142857142855,1.8736474131870489,14,11,0.00031107774164416784
1273,1.0,0.42857142857142855,1,1,5.9045687506386715e-05
1274,2.0,1.5,1,1,8.395974726696252e-05
1275,1.4,1.4798888938072683,5,5,0.00019281196311296114
1276,2.0,1.5,1,1,8.395974726696252e-05
1277,0.09090909090909091,1.40301303168383,11,8,0.00028784926879472754
1278,1.0,1.4444444444444444,1,1,6.675785243010416e-05
1279,1.0,1.427055702917772,2,1,7.911130377258434e-05
1280,2.0,1.3333333333333333,1,1,7.773542321380341e-05
1281,1.1818181818181819,1.2597907195697973,55,56,0.0014546343601781597
1282,3.0,2.061844863731656,2,2,8.892724086427798e-05
1283,1.0,1.7222222222222223,1,1,5.500927004703011e-05
1284,5.0,4.0,1,1,0.00012206731667379305
1285,1.0,2.6774193548387095,1,1,6.231657726366263e-05
1286,1.5,1.1239216564762105,4,5,0.0001329222577789888
1287,1.0,1.0,1,0,6.783851630533819e-05
1288,1.0,1.8602469959946595,2,2,7.809631558793382e-05
1289,1.6363636363636365,1.8194460532796726,11,11,0.00023259903077384585
1290,1.4545454545454546,1.5856771681818267,11,11,0.00027910734908888525
1291,5.5,1.0454545454545454,2,2,0.00012219642354439366
1292,1.6,1.0801687865744547,5,5,0.0001512454894359737
1293,-4.5,0.1959921798631476,2,2,8.17314270963625e-05
1294,1.0,1.8990654205607476,1,0,5.174361340239135e-05
1295,1.0,1.7444836235313772,7,6,0.0002092225872307476
1296,1.0,1.6480406386066764,2,1,8.827847007488657e-05
1297,1.0,0.9047619047619048,1,0,5.591644010315923e-05
1298,1.0,1.6206896551724137,1,1,5.5114522704633464e-05
1299,1.0,1.7078428868796074,3,3,9.453992619003347e-05
1300,1.0,2.153738644304682,2,2,8.326443316967395e-05
1301,1.0,1.5343145994570282,4,4,0.00014701913494360587
1302,1.625,1.409975861062955,8,9,0.00023579615282985465
1303,3.0,1.744186046511628,1,1,5.1604218049807474e-05
1304,1.0,1.3333333333333333,1,1,6.173886901443013e-05
1305,1.0,1.8990654205607476,1,1,5.174361340239135e-05
1306,1.0,2.0,1,1,0.00011309449785931744
1307,1.0,1.3455882352941178,2,2,9.293366752715325e-05
1308,-10.0,1.349673202614379,3,0,8.596515379906553e-05
1309,1.0,1.1428571428571428,1,1,7.552587040561117e-05
1310,1.3333333333333333,1.9903381642512077,3,4,0.00010677625665665487
1311,1.0,1.1428571428571428,1,1,7.552587040561117e-05
1312,1.0,0.8089610797237916,12,12,0.0004235460313366818
1313,1.0,1.5,1,1,6.532256967063075e-05
1314,1.0,1.8990654205607476,1,0,5.174361340239135e-05
1315,1.0,1.4107510173880873,5,6,0.0001505233388325052
1316,2.6470588235294117,1.6238740796398112,51,49,0.000911221369174403
1317,2.018181818181818,1.516900339917699,110,115,0.002350674025153731
1318,0.2608695652173913,0.19230529525802925,23,32,0.0004053617166151334
1319,1.2,1.6040681404063672,5,5,0.00013793913056342512
1320,1.0,1.0955882352941178,2,3,8.658165657521117e-05
1321,1.0,1.8043478260869565,1,1,5.399423185285139e-05
1322,0.7777777777777778,0.7170571051523433,9,8,0.0002278479598714755
